"Start time","End time","Rental place","Return place","PAÍS"
"10/18/2023 10:47","10/18/2023 10:51","Churruca","Plazoleta de Farray","Polonia"
"10/18/2023 11:04","10/18/2023 11:25","San Bernardo","Las Canteras - Luis Morote","Reino Unido"
"10/18/2023 11:20","10/18/2023 11:31","Plaza de España (elect.)","Castillo de Mata (elect.)","Italia"
"10/18/2023 11:22","10/18/2023 11:38","Plazoleta de Farray","San Telmo","Polonia"
"10/18/2023 11:48","10/18/2023 11:54","Plaza del Pilar","Plazoleta de Farray","Alemania"
"10/18/2023 11:55","10/18/2023 12:10","Plaza del Pilar","Parque Santa Catalina","Alemania"
"10/18/2023 12:06","10/18/2023 12:10","ULPGC - Biblioteca General","ULPGC - Ingeniería","Alemania"
"10/18/2023 12:26","10/18/2023 12:51","San Telmo","Parque Santa Catalina","Italia"
"10/18/2023 12:27","10/18/2023 12:31","Plazoleta de Farray","Churruca","Italia"
"10/18/2023 12:27","10/18/2023 12:48","Plazoleta de Farray","Plaza de la feria ","Francia"
"10/18/2023 12:29","10/18/2023 12:32","Castillo de la Luz","Torre Woermann","Reino Unido"
"10/18/2023 12:36","10/18/2023 13:01","Las Canteras - Luis Morote","León y Castillo","Eslovenia"
"10/18/2023 12:42","10/18/2023 12:48","Las Canteras - Luis Morote","Plaza de España","Reino Unido"
"10/18/2023 12:48","10/18/2023 12:55","Plazoleta de Farray","Plaza de España","Alemania"
"10/18/2023 12:48","10/18/2023 13:39","Parque Santa Catalina","Teatro Pérez Galdós","Austria"
"10/18/2023 12:50","10/18/2023 13:39","Parque Santa Catalina","Teatro Pérez Galdós","Austria"
"10/18/2023 12:57","10/18/2023 13:18","Plaza del Pilar","Plaza del Pilar","Alemania"
"10/18/2023 12:59","10/18/2023 13:27","Plazoleta de Farray","Plazoleta de Farray","Finlandia"
"10/18/2023 13:01","10/18/2023 13:03","Torre Woermann","Castillo de la Luz","Reino Unido"
"10/18/2023 13:10","10/18/2023 13:14","Plaza de la feria ","Plaza O'Shanahan","Francia"
"10/18/2023 13:25","10/18/2023 13:30","Las Canteras - Luis Morote","Churruca","Austria"
"10/18/2023 13:26","10/18/2023 13:35","Torre Las Palmas","Mercado Central","Rep. Checa"
"10/18/2023 13:34","10/18/2023 13:42","Plaza de la feria ","Teatro Pérez Galdós","Alemania"
"10/18/2023 13:38","10/18/2023 13:49","Torre Woermann","Plaza de España","Reino Unido"
"10/18/2023 13:46","10/18/2023 13:52","Plaza de la feria ","Plaza O'Shanahan","Francia"
"10/18/2023 13:50","10/18/2023 14:03","Plaza de España (elect.)","Castillo de Mata (elect.)","Reino Unido"
"10/18/2023 13:51","10/18/2023 13:57","Las Canteras - Luis Morote","Churruca","Austria"
"10/18/2023 13:55","10/18/2023 14:05","Mercado Central","León y Castillo","Reino Unido"
"10/18/2023 14:00","10/18/2023 14:04","Plaza O'Shanahan","Plaza de la feria ","Francia"
"10/18/2023 14:10","10/18/2023 14:19","Plaza del Pilar","Base Naval","Alemania"
"10/18/2023 14:31","10/18/2023 14:35","Piscina Julio Navarro","Parque del Estadio Insular","Lituania"
"10/18/2023 14:36","10/18/2023 14:44","Parque del Estadio Insular","Plazoleta de Farray","Lituania"
"10/18/2023 14:43","10/18/2023 15:00","Plaza de España","San Bernardo","Finlandia"
"10/18/2023 14:46","10/18/2023 14:56","Teatro Pérez Galdós","Plaza de la feria ","Alemania"
"10/18/2023 14:49","10/18/2023 15:00","Parque del Estadio Insular","Plaza de la feria ","Rep. Checa"
"10/18/2023 15:02","10/18/2023 15:23","San Telmo","Plazoleta de Farray","Polonia"
"10/18/2023 15:11","10/18/2023 15:32","Parque Santa Catalina","Plaza del Pilar","Alemania"
"10/18/2023 15:14","10/18/2023 15:32","Parque Santa Catalina","Plaza del Pilar","Alemania"
"10/18/2023 15:24","10/18/2023 15:38","Mercado Central","Obelisco","Italia"
"10/18/2023 15:29","10/18/2023 15:41","Ayuntamiento","Churruca","Alemania"
"10/18/2023 15:44","10/18/2023 15:59","León y Castillo","Torre Las Palmas","Reino Unido"
"10/18/2023 15:46","10/18/2023 15:53","Plazoleta de Farray","C.C. El Muelle","Italia"
"10/18/2023 15:59","10/18/2023 16:07","Ayuntamiento","León y Castillo","Bélgica"
"10/18/2023 16:07","10/18/2023 16:33","Parque Santa Catalina","Torre Woermann","Irlanda"
"10/18/2023 16:17","10/18/2023 17:16","Plaza de España (elect.)","Plaza de España (elect.)","Italia"
"10/18/2023 16:33","10/18/2023 16:55","Torre Woermann","Torre Woermann","Irlanda"
"10/18/2023 16:35","10/18/2023 16:40","León y Castillo","Ayuntamiento","Bélgica"
"10/18/2023 16:47","10/18/2023 17:02","Churruca","Ayuntamiento","Lituania"
"10/18/2023 16:48","10/18/2023 17:05","Parque del Estadio Insular","Churruca","Alemania"
"10/18/2023 16:52","10/18/2023 16:57","Paseo de Chil - Av. Escaleritas","Piscina Julio Navarro","Suecia"
"10/18/2023 16:56","10/18/2023 17:08","Torre Woermann","Plazoleta de Farray","Irlanda"
"10/18/2023 16:56","10/18/2023 17:14","Obelisco","Mercado Central","Italia"
"10/18/2023 16:59","10/18/2023 17:03","Plaza del Pilar","Intermodal El Rincón","Alemania"
"10/18/2023 17:22","10/18/2023 17:31","Churruca","Base Naval","Rep. Checa"
"10/18/2023 17:22","10/18/2023 17:33","Plaza del Pilar","Torre Woermann","Bélgica"
"10/18/2023 17:27","10/18/2023 17:34","Plazoleta de Farray","Torre Woermann","Polonia"
"10/18/2023 17:27","10/18/2023 17:34","Plazoleta de Farray","Torre Woermann","Polonia"
"10/18/2023 17:29","10/18/2023 17:34","Intermodal El Rincón","Plaza del Pilar","Alemania"
"10/18/2023 17:32","10/18/2023 17:48","San Telmo","Base Naval","Alemania"
"10/18/2023 17:42","10/18/2023 17:52","Castillo de la Luz","Torre Las Palmas","Italia"
"10/18/2023 17:51","10/18/2023 18:35","Torre Woermann","Teatro Pérez Galdós","Alemania"
"10/18/2023 17:51","10/18/2023 18:09","Plaza del Pilar","Parque Santa Catalina","Alemania"
"10/18/2023 17:55","10/18/2023 18:10","Plaza del Pilar","Parque Santa Catalina","Alemania"
"10/18/2023 18:01","10/18/2023 18:08","Torre Woermann","Base Naval","Alemania"
"10/18/2023 18:04","10/18/2023 18:31","Las Canteras - Luis Morote","Obelisco","Alemania"
"10/18/2023 18:11","10/18/2023 18:24","León y Castillo","Las Canteras - Luis Morote","Austria"
"10/18/2023 18:11","10/18/2023 18:17","Plaza Manuel Becerra","Torre Woermann","Rep. Checa"
"10/18/2023 18:11","10/18/2023 18:17","Plaza Manuel Becerra","Torre Woermann","Rep. Checa"
"10/18/2023 18:14","10/18/2023 18:33","Las Canteras - Luis Morote","Obelisco","Austria"
"10/18/2023 18:23","10/18/2023 18:29","Base Naval","Torre Woermann","Alemania"
"10/18/2023 18:23","10/18/2023 18:31","Parque del Estadio Insular","Churruca","Lituania"
"10/18/2023 18:32","10/18/2023 18:37","Plaza del Pilar","Churruca","Reino Unido"
"10/18/2023 18:34","10/18/2023 18:53","Plazoleta de Farray","Plazoleta de Farray","Irlanda"
"10/18/2023 18:35","10/18/2023 18:49","Oficina Sagulpa","Parque Santa Catalina","Francia"
"10/18/2023 18:39","10/18/2023 18:56","Torre Woermann","Plaza del Pilar","Alemania"
"10/18/2023 18:44","10/18/2023 18:57","Torre Woermann","Oficina de la Sitycleta","Finlandia"
"10/18/2023 18:44","10/18/2023 19:05","Plaza de la feria ","Churruca","Países Bajos"
"10/18/2023 18:50","10/18/2023 18:57","Torre Woermann","Plazoleta de Farray","Polonia"
"10/18/2023 18:50","10/18/2023 18:57","Torre Woermann","Plazoleta de Farray","Polonia"
"10/18/2023 18:54","10/18/2023 19:01","Parque Santa Catalina","Plazoleta de Farray","Alemania"
"10/18/2023 18:55","10/18/2023 19:02","Parque Santa Catalina","Plazoleta de Farray","Alemania"
"10/18/2023 18:58","10/18/2023 19:17","Parque Juan Pablo II","Hotel Santa Catalina","Italia"
"10/18/2023 19:16","10/18/2023 19:33","Plazoleta de Farray","Castillo de la Luz","Francia"
"10/18/2023 19:19","10/18/2023 19:24","Plazoleta de Farray","Churruca","Polonia"
"10/18/2023 19:19","10/18/2023 19:24","Plazoleta de Farray","Churruca","Polonia"
"10/18/2023 19:20","10/18/2023 19:29","Plaza de América","Piscina Julio Navarro","Irlanda"
"10/18/2023 19:21","10/18/2023 19:50","Oficina Sítycleta (elect.)","Oficina Sítycleta (elect.)","Italia"
"10/18/2023 19:23","10/18/2023 19:27","Plazoleta de Farray","Churruca","Francia"
"10/18/2023 19:27","10/18/2023 19:34","Plazoleta de Farray","Plaza del Pilar","Alemania"
"10/18/2023 19:32","10/18/2023 19:54","Parque Santa Catalina","San Telmo","Francia"
"10/18/2023 19:33","10/18/2023 19:43","Torre Woermann","Plaza del Pilar","Bélgica"
"10/18/2023 19:35","10/18/2023 20:18","ULPGC - CC. Básicas","ULPGC - Polivalente I","Alemania"
"10/18/2023 19:40","10/18/2023 19:50","Paseo de Chil - Av. Escaleritas","San Bernardo","Finlandia"
"10/18/2023 19:40","10/18/2023 19:50","Paseo de Chil - Av. Escaleritas","San Bernardo","Finlandia"
"10/18/2023 19:42","10/18/2023 19:45","Hotel Santa Catalina","Hotel Santa Catalina","Rumanía"
"10/18/2023 19:45","10/18/2023 19:50","Churruca","Plaza del Pilar","Países Bajos"
"10/18/2023 19:51","10/18/2023 20:56","Hotel Santa Catalina","Hotel Santa Catalina","Rumanía"
"10/18/2023 19:52","10/18/2023 20:57","Hotel Santa Catalina","Hotel Santa Catalina","Rumanía"
"10/18/2023 19:54","10/18/2023 20:02","Torre Woermann","Plaza Manuel Becerra","Rep. Checa"
"10/18/2023 19:54","10/18/2023 20:10","Oficina de la Sitycleta","Escaleritas HiperDino","Italia"
"10/18/2023 19:55","10/18/2023 20:01","Torre Woermann","Plaza Manuel Becerra","Rep. Checa"
"10/18/2023 20:01","10/18/2023 20:11","Base Naval","Castillo de la Luz","Italia"
"10/18/2023 20:02","10/18/2023 20:14","Base Naval","Plaza del Pilar","Alemania"
"10/18/2023 20:13","10/18/2023 20:30","Escaleritas HiperDino","Estadio Gran Canaria","Italia"
"10/18/2023 20:24","10/18/2023 20:31","Plaza del Pilar","Plazoleta de Farray","Italia"
"10/18/2023 20:25","10/18/2023 20:30","Churruca","Plazoleta de Farray","Polonia"
"10/18/2023 20:26","10/18/2023 20:30","Churruca","Plazoleta de Farray","Polonia"
"10/18/2023 20:29","10/18/2023 20:35","Churruca","Plazoleta de Farray","Francia"
"10/18/2023 20:29","10/18/2023 20:47","Plaza de América","Parque Santa Catalina","Irlanda"
"10/18/2023 20:33","10/18/2023 20:45","Piscina Julio Navarro","Plaza de América","Irlanda"
"10/18/2023 20:38","10/18/2023 20:54","Oficina de la Sitycleta","Torre Woermann","Finlandia"
"10/18/2023 20:41","10/18/2023 21:00","Base Naval","Plazoleta de Farray","Francia"
"10/18/2023 21:04","10/18/2023 21:25","Plaza de la feria ","Las Canteras - Luis Morote","Alemania"
"10/18/2023 21:04","10/18/2023 21:25","Plaza de la feria ","Las Canteras - Luis Morote","Austria"
"10/18/2023 21:12","10/18/2023 21:21","Plaza del Pilar","Plazoleta de Farray","Alemania"
"10/18/2023 21:33","10/18/2023 21:57","San Telmo","IES Mesa y López","Alemania"
"10/18/2023 21:35","10/18/2023 21:52","Las Canteras - Luis Morote","León y Castillo","Austria"
"10/18/2023 22:11","10/18/2023 22:19","Plaza del Pilar","Plazoleta de Farray","Países Bajos"
"10/18/2023 22:13","10/18/2023 22:31","Parque Santa Catalina","Plaza de América","Irlanda"
"10/18/2023 22:13","10/18/2023 22:20","Plazoleta de Farray","Plaza del Pilar","Italia"
"10/19/2023 7:28","10/19/2023 7:48","Base Naval","San Telmo","Alemania"
"10/19/2023 7:40","10/19/2023 7:54","Castillo de la Luz","Churruca","Italia"
"10/19/2023 8:18","10/19/2023 8:42","León y Castillo","Plaza de España","Reino Unido"
"10/19/2023 8:23","10/19/2023 8:36","San Cristóbal","Teatro Pérez Galdós","Alemania"
"10/19/2023 8:29","10/19/2023 8:42","Parque del Estadio Insular","Teatro Pérez Galdós","Países Bajos"
"10/19/2023 8:38","10/19/2023 8:57","Churruca","Plaza de la feria ","Países Bajos"
"10/19/2023 8:46","10/19/2023 9:04","Churruca","León y Castillo","Polonia"
"10/19/2023 8:58","10/19/2023 9:12","Mercado Central","Obelisco","Italia"
"10/19/2023 9:07","10/19/2023 9:16","Las Canteras - Luis Morote","Plaza del Pilar","Alemania"
"10/19/2023 9:11","10/19/2023 9:28","Torre Woermann","Paseo de Chil - Av. Escaleritas","Suecia"
"10/19/2023 9:46","10/19/2023 10:04","Obelisco","Mercado Central","Italia"
"10/19/2023 9:47","10/19/2023 10:20","Vega de San José","Hoya de la Plata","Italia"
"10/19/2023 10:08","10/19/2023 10:11","ULPGC - Ingeniería","ULPGC - Biblioteca General","Alemania"
"10/19/2023 10:19","10/19/2023 10:55","C.C. El Muelle","San Telmo","Alemania"
"10/19/2023 10:20","10/19/2023 10:56","C.C. El Muelle","San Telmo","Alemania"
"10/19/2023 10:25","10/19/2023 10:51","Obelisco","Las Canteras - Luis Morote","Reino Unido"
"10/19/2023 10:44","10/19/2023 11:09","IES Mesa y López","San Telmo","Alemania"
"10/19/2023 10:56","10/19/2023 11:03","Plazoleta de Farray","Parque Santa Catalina","Bulgaria"
"10/19/2023 11:11","10/19/2023 11:30","Torre Woermann","Plaza de la feria ","Francia"
"10/19/2023 11:19","10/19/2023 11:33","Plazoleta de Farray","San Telmo","Polonia"
"10/19/2023 11:47","10/19/2023 12:09","San Bernardo","Plazoleta de Farray","Finlandia"
"10/19/2023 11:50","10/19/2023 12:08","Plaza de la feria ","Torre Woermann","Francia"
"10/19/2023 11:50","10/19/2023 12:02","Obelisco","Plaza San Agustín","Noruega"
"10/19/2023 11:53","10/19/2023 12:12","San Bernardo","Plazoleta de Farray","Reino Unido"
"10/19/2023 12:23","10/19/2023 12:46","San Cristóbal","C.C. El Muelle","Austria"
"10/19/2023 12:26","10/19/2023 12:37","Base Naval","Castillo de la Luz","Rep. Checa"
"10/19/2023 12:44","10/19/2023 12:45","Paseo de Chil - Av. Escaleritas","Paseo de Chil - Av. Escaleritas","Suecia"
"10/19/2023 12:46","10/19/2023 12:52","Paseo de Chil - Av. Escaleritas","Plaza de España","Suecia"
"10/19/2023 12:56","10/19/2023 13:11","Plazoleta de Farray","Churruca","Finlandia"
"10/19/2023 13:07","10/19/2023 13:14","Plazoleta de Farray","C.C. El Muelle","Italia"
"10/19/2023 13:08","10/19/2023 15:50","Plaza de España","Muelle Deportivo","USA / Canada"
"10/19/2023 13:08","10/19/2023 13:49","Plaza de España","Oficina de la Sitycleta","USA / Canada"
"10/19/2023 13:11","10/19/2023 13:24","Ayuntamiento","Churruca","Alemania"
"10/19/2023 13:25","10/19/2023 13:42","Churruca","Plazoleta de Farray","Finlandia"
"10/19/2023 13:33","10/19/2023 13:42","Plaza O'Shanahan","Obelisco","Noruega"
"10/19/2023 13:58","10/19/2023 14:03","Torre Woermann","Torre Woermann","Eslovenia"
"10/19/2023 14:00","10/19/2023 14:09","Mercado Central","León y Castillo","Reino Unido"
"10/19/2023 14:26","10/19/2023 14:47","Base Naval","Teatro Pérez Galdós","Hungría"
"10/19/2023 14:38","10/19/2023 14:46","Mercado Central","Plaza del Pilar","Suiza"
"10/19/2023 14:39","10/19/2023 14:47","Mercado Central","Plaza del Pilar","Suiza"
"10/19/2023 14:39","10/19/2023 17:34","Torre Woermann","Torre Woermann","Eslovenia"
"10/19/2023 14:41","10/19/2023 17:33","Torre Woermann","Torre Woermann","Eslovenia"
"10/19/2023 14:51","10/19/2023 15:15","Las Canteras - Luis Morote","San Bernardo","Reino Unido"
"10/19/2023 14:59","10/19/2023 15:02","Castillo de la Luz","Torre Woermann","Reino Unido"
"10/19/2023 15:16","10/19/2023 15:35","San Telmo","Plazoleta de Farray","Polonia"
"10/19/2023 15:17","10/19/2023 15:29","Plaza O'Shanahan","San Telmo","Noruega"
"10/19/2023 15:17","10/19/2023 15:29","Plaza O'Shanahan","San Telmo","Noruega"
"10/19/2023 15:24","10/19/2023 15:44","Plaza de España (elect.)","Castillo de Mata (elect.)","Alemania"
"10/19/2023 15:24","10/19/2023 15:44","Plaza de España (elect.)","Castillo de Mata (elect.)","Alemania"
"10/19/2023 15:31","10/19/2023 15:52","Plaza de España","Obelisco","Alemania"
"10/19/2023 15:31","10/19/2023 15:47","Plaza de España","Obelisco","Alemania"
"10/19/2023 15:46","10/19/2023 16:19","Hoya de la Plata","Las Canteras - Luis Morote","Alemania"
"10/19/2023 15:53","10/19/2023 16:09","León y Castillo","Torre Las Palmas","Reino Unido"
"10/19/2023 15:54","10/19/2023 16:17","Obelisco","Obelisco","Noruega"
"10/19/2023 15:59","10/19/2023 16:23","Churruca","Parque del Estadio Insular","Alemania"
"10/19/2023 16:18","10/19/2023 16:33","Castillo de la Luz","Plaza del Pilar","Italia"
"10/19/2023 16:46","10/19/2023 17:20","Plaza de España","Plaza de España","Italia"
"10/19/2023 16:47","10/19/2023 16:51","Parque Santa Catalina","Base Naval","Alemania"
"10/19/2023 16:49","10/19/2023 17:03","Oficina de la Sitycleta","San Telmo","Austria"
"10/19/2023 16:50","10/19/2023 16:54","Plaza del Pilar","Intermodal El Rincón","Alemania"
"10/19/2023 16:51","10/19/2023 16:57","Las Canteras - Luis Morote","Plaza del Pilar","Austria"
"10/19/2023 16:54","10/19/2023 17:10","Teatro Pérez Galdós","Base Naval","Hungría"
"10/19/2023 17:13","10/19/2023 17:17","ULPGC - CC. Básicas","ULPGC - Polivalente I","Alemania"
"10/19/2023 17:14","10/19/2023 17:19","Parque Santa Catalina","Base Naval","Reino Unido"
"10/19/2023 17:18","10/19/2023 17:30","Castillo de Mata (elect.)","Plaza de España","Países Bajos"
"10/19/2023 17:27","10/19/2023 17:29","Piscina Julio Navarro","Piscina Julio Navarro","Lituania"
"10/19/2023 17:28","10/19/2023 17:40","San Telmo","Plaza O'Shanahan","Noruega"
"10/19/2023 17:28","10/19/2023 17:41","San Telmo","Plaza O'Shanahan","Noruega"
"10/19/2023 17:30","10/19/2023 17:41","Piscina Julio Navarro","Churruca","Lituania"
"10/19/2023 17:30","10/19/2023 17:32","Plaza de España","Mercado Central","Países Bajos"
"10/19/2023 17:38","10/19/2023 17:59","San Telmo","Base Naval","Alemania"
"10/19/2023 17:47","10/19/2023 18:00","Plaza Manuel Becerra","Parque Santa Catalina","Rep. Checa"
"10/19/2023 17:48","10/19/2023 18:00","Plaza Manuel Becerra","Parque Santa Catalina","Rep. Checa"
"10/19/2023 17:50","10/19/2023 17:56","Base Naval","Parque Santa Catalina","Reino Unido"
"10/19/2023 17:56","10/19/2023 18:12","Churruca","Castillo de la Luz","Italia"
"10/19/2023 18:11","10/19/2023 18:21","Plaza del Pilar","Torre Woermann","Bélgica"
"10/19/2023 18:14","10/19/2023 18:20","Mercado Central","Churruca","Países Bajos"
"10/19/2023 18:22","10/19/2023 18:37","San Telmo","Oficina de la Sitycleta","Austria"
"10/19/2023 18:32","10/19/2023 18:36","Plazoleta de Farray","Churruca","Francia"
"10/19/2023 18:38","10/19/2023 19:05","Obelisco","Plaza de España","Alemania"
"10/19/2023 18:39","10/19/2023 18:57","Obelisco","Plaza de España","Alemania"
"10/19/2023 18:40","10/19/2023 18:46","Plazoleta de Farray","Plaza del Pilar","Polonia"
"10/19/2023 18:43","10/19/2023 19:03","Torre Woermann","León y Castillo","Finlandia"
"10/19/2023 18:44","10/19/2023 18:54","Cabildo de Gran Canaria","Cabildo de Gran Canaria","Suecia"
"10/19/2023 18:45","10/19/2023 18:52","Plazoleta de Farray","Base Naval","Francia"
"10/19/2023 18:55","10/20/2023 7:49","Cabildo de Gran Canaria","Castillo de la Luz","Suecia"
"10/19/2023 19:00","10/19/2023 19:14","Churruca","Ayuntamiento","Lituania"
"10/19/2023 19:03","10/19/2023 19:21","C.C. El Muelle","Plaza de la feria ","Reino Unido"
"10/19/2023 19:05","10/19/2023 19:43","Plaza Manuel Becerra","Teatro Pérez Galdós","Rep. Checa"
"10/19/2023 19:05","10/19/2023 19:27","Plaza Manuel Becerra (elect.)","Oficina Sítycleta (elect.)","Rep. Checa"
"10/19/2023 19:05","10/19/2023 19:27","Plaza Manuel Becerra (elect.)","Oficina Sítycleta (elect.)","Rep. Checa"
"10/19/2023 19:05","10/19/2023 19:43","Plaza Manuel Becerra","Teatro Pérez Galdós","Rep. Checa"
"10/19/2023 19:08","10/19/2023 19:22","Plaza del Pilar","Torre Woermann","Alemania"
"10/19/2023 19:08","10/19/2023 19:22","Plaza del Pilar","Torre Woermann","Alemania"
"10/19/2023 19:09","10/19/2023 19:20","Intermodal El Rincón","Plazoleta de Farray","Suiza"
"10/19/2023 19:10","10/19/2023 19:20","Intermodal El Rincón","Plazoleta de Farray","Suiza"
"10/19/2023 19:14","10/19/2023 19:22","Intermodal El Rincón","Plazoleta de Farray","Polonia"
"10/19/2023 19:28","10/19/2023 19:43","Oficina de la Sitycleta","Teatro Pérez Galdós","Rep. Checa"
"10/19/2023 19:28","10/19/2023 19:44","Oficina Sagulpa","Teatro Pérez Galdós","Rep. Checa"
"10/19/2023 19:33","10/19/2023 19:35","León y Castillo","Plaza O'Shanahan","Austria"
"10/19/2023 19:35","10/19/2023 19:49","Plaza O'Shanahan","Las Canteras - Luis Morote","Austria"
"10/19/2023 19:40","10/19/2023 20:02","Castillo de la Luz","San Telmo","Alemania"
"10/19/2023 19:42","10/19/2023 19:53","Torre Woermann","Plaza del Pilar","Bélgica"
"10/19/2023 19:49","10/19/2023 19:53","Base Naval","Parque Santa Catalina","Alemania"
"10/19/2023 19:49","10/19/2023 20:18","Plazoleta de Farray","Plazoleta de Farray","Irlanda"
"10/19/2023 20:10","10/19/2023 20:16","Plazoleta de Farray","Plaza del Pilar","Italia"
"10/19/2023 20:12","10/19/2023 20:17","Churruca","Plazoleta de Farray","Austria"
"10/19/2023 20:12","10/19/2023 20:17","Churruca","Plazoleta de Farray","Austria"
"10/19/2023 20:18","10/19/2023 20:19","Plazoleta de Farray","Plazoleta de Farray","Austria"
"10/19/2023 20:34","10/19/2023 20:49","León y Castillo","Las Canteras - Luis Morote","Eslovenia"
"10/19/2023 20:36","10/19/2023 20:50","Oficina Sagulpa","Torre Woermann","Finlandia"
"10/19/2023 21:12","10/19/2023 21:22","Plaza de España (elect.)","Plaza del Pilar","Alemania"
"10/19/2023 21:39","10/19/2023 22:09","Castillo de Mata (elect.)","Plaza Manuel Becerra (elect.)","Rep. Checa"
"10/19/2023 21:40","10/19/2023 22:09","Castillo de Mata (elect.)","Plaza Manuel Becerra (elect.)","Rep. Checa"
"10/19/2023 21:42","10/19/2023 22:09","Cabildo de Gran Canaria","Plaza Manuel Becerra","Rep. Checa"
"10/19/2023 21:42","10/19/2023 21:50","Las Canteras - Luis Morote","Castillo de la Luz","Italia"
"10/19/2023 21:42","10/19/2023 21:50","Las Canteras - Luis Morote","Castillo de la Luz","Italia"
"10/19/2023 21:42","10/19/2023 22:09","Cabildo de Gran Canaria","Plaza Manuel Becerra","Rep. Checa"
"10/19/2023 21:48","10/19/2023 21:53","Base Naval","Plaza de España (elect.)","Italia"
"10/19/2023 22:23","10/19/2023 22:29","Parque Santa Catalina","Torre Woermann","Alemania"
"10/19/2023 22:23","10/19/2023 22:29","Parque Santa Catalina","Torre Woermann","Alemania"
"10/19/2023 22:30","10/19/2023 22:38","San Telmo","Ayuntamiento","Bélgica"
"10/19/2023 22:50","10/19/2023 23:20","Torre Woermann","Plaza de la feria ","Alemania"
"10/19/2023 22:52","10/19/2023 23:09","Plazoleta de Farray","León y Castillo","Austria"
"10/19/2023 22:56","10/19/2023 23:09","Plazoleta de Farray","León y Castillo","Eslovenia"
"10/20/2023 7:42","10/20/2023 7:49","Plazoleta de Farray","Plaza del Pilar","Polonia"
"10/20/2023 8:05","10/20/2023 8:11","Plaza de España","Las Canteras - Luis Morote","Alemania"
"10/20/2023 8:09","10/20/2023 8:30","León y Castillo","León y Castillo","Reino Unido"
"10/20/2023 8:50","10/20/2023 8:56","Castillo de la Luz","C.C. El Muelle","Italia"
"10/20/2023 8:50","10/20/2023 9:03","Plaza de España","Plaza de la feria ","Países Bajos"
"10/20/2023 9:38","10/20/2023 9:49","Intermodal El Rincón","Plazoleta de Farray","Polonia"
"10/20/2023 9:38","10/20/2023 9:49","Plazoleta de Farray","Plazoleta de Farray","Polonia"
"10/20/2023 10:12","10/20/2023 10:18","Parque Santa Catalina","C.C. El Muelle","Italia"
"10/20/2023 10:24","10/20/2023 10:29","Parque Santa Catalina","Castillo de la Luz","Italia"
"10/20/2023 10:41","10/20/2023 10:46","Plazoleta de Farray","Plazoleta de Farray","Polonia"
"10/20/2023 11:03","10/20/2023 11:12","Torre Woermann","Plaza de España","Francia"
"10/20/2023 11:08","10/20/2023 11:25","Plazoleta de Farray","San Telmo","Polonia"
"10/20/2023 11:37","10/20/2023 11:48","Oficina Sítycleta (elect.)","Plaza de España","Austria"
"10/20/2023 11:38","10/20/2023 11:48","Oficina Sítycleta (elect.)","Plaza de España (elect.)","Austria"
"10/20/2023 12:20","10/20/2023 12:44","San Bernardo","Las Canteras - Luis Morote","Reino Unido"
"10/20/2023 12:31","10/20/2023 13:22","C.C. El Muelle","Plaza San Agustín","Alemania"
"10/20/2023 12:31","10/20/2023 13:22","C.C. El Muelle","Plaza San Agustín","Alemania"
"10/20/2023 12:32","10/20/2023 12:50","Obelisco","Mercado Central","Italia"
"10/20/2023 12:37","10/20/2023 12:42","Plaza de la feria ","Plaza O'Shanahan","Francia"
"10/20/2023 12:44","10/20/2023 13:04","León y Castillo","Mercado Central","Reino Unido"
"10/20/2023 12:55","10/20/2023 13:04","C.C. El Muelle","Plazoleta de Farray","Italia"
"10/20/2023 13:52","10/20/2023 14:11","Churruca","Torre Woermann","Francia"
"10/20/2023 13:55","10/20/2023 14:03","Parque Santa Catalina","Parque Santa Catalina","Italia"
"10/20/2023 13:55","10/20/2023 13:58","Parque Santa Catalina","Parque Santa Catalina","Italia"
"10/20/2023 14:05","10/20/2023 14:27","Las Canteras - Luis Morote","San Bernardo","Reino Unido"
"10/20/2023 14:26","10/20/2023 14:38","Ayuntamiento","Las Canteras - Luis Morote","Lituania"
"10/20/2023 14:37","10/20/2023 15:07","San Bernardo","Castillo de la Luz","Finlandia"
"10/20/2023 14:39","10/20/2023 14:47","Mercado Central","Plaza del Pilar","Suiza"
"10/20/2023 14:39","10/20/2023 14:47","Mercado Central","Plaza del Pilar","Suiza"
"10/20/2023 14:45","10/20/2023 15:05","San Telmo","Plazoleta de Farray","Polonia"
"10/20/2023 14:56","10/20/2023 15:07","Mercado Central","Torre Las Palmas","Reino Unido"
"10/20/2023 15:22","10/20/2023 17:13","Base Naval","Base Naval","Alemania"
"10/20/2023 15:24","10/20/2023 15:34","Plaza del Pilar","Plazoleta de Farray","Irlanda"
"10/20/2023 16:19","10/20/2023 16:25","Plaza Manuel Becerra","Torre Woermann","Rep. Checa"
"10/20/2023 16:20","10/20/2023 16:25","Plaza Manuel Becerra","Torre Woermann","Rep. Checa"
"10/20/2023 16:48","10/20/2023 17:03","Ayuntamiento","Churruca","Alemania"
"10/20/2023 16:48","10/20/2023 17:03","Ayuntamiento","Churruca","Alemania"
"10/20/2023 16:58","10/20/2023 17:22","Castillo de la Luz","Teatro Pérez Galdós","Finlandia"
"10/20/2023 17:06","10/20/2023 17:31","Plaza de la feria ","Churruca","Alemania"
"10/20/2023 17:10","10/20/2023 17:19","Plaza del Pilar","Torre Woermann","Bélgica"
